5.6002,0.66578,7.8882,-6.1149,-15.064,8.6524
2.767,-2.117,3.8985,-14.377,-15.482,8.0615
-1.7009,-4.3579,-2.8407,-17.88,-22.335,-0.9401
-1.6088,-5.3962,-5.0183,-6.5287,-9.9166,16.443
0.93186,-5.1368,-2.4876,-6.2694,-5.1368,20.207
11.346,9.8569,5.7782,8.7424,8.7424,21.092
12.385,10.91,9.0691,9.8048,4.3043,27.677
12.529,12.159,10.31,8.8348,5.525,21.095
13.17,12.793,8.6543,8.2791,1.5577,15.06
7.9599,7.5798,7.9599,6.4405,-11.563,12.154
8.6794,7.1351,5.2091,5.9789,-16.791,4.8244
7.6948,4.9863,6.5329,8.4704,-8.7964,4.9863
2.7234,1.1995,0.43873,-2.2182,-5.621,5.7802
-4.2552,-8.0537,-8.8111,-3.4932,-4.6359,8.0263
-3.6857,-4.0709,-8.2958,-2.9147,-4.0709,4.0587
-0.67266,-3.3852,-5.317,-4.5448,-5.7028,22.57
-2.6092,-6.4699,-8.3931,-7.6244,-5.3137,24.159
-2.6092,-7.6244,-9.5448,-2.9962,-0.67172,6.3433
-5.165,-6.7024,-6.3183,-13.583,-20.404,-2.081
-0.51848,-4.3226,-8.4856,-17.864,-24.547,-3.1833
-2.6421,-4.146,-9.3865,-11.993,-10.877,-1.8891
3.8985,-3.1878,-3.9299,-2.0732,-3.1878,-0.95707
3.8506,0.15077,0.51995,-2.0606,9.0607,7.9413
2.2945,1.9237,1.1827,-0.29726,5.2674,14.256
4.5102,0.80499,1.1747,6.3696,10.851,8.6068
0.8926,-0.62679,4.3222,-14.168,-18.63,6.234
2.9894,-3.0438,1.8546,-17.554,-15.34,7.1646
-0.34797,-1.8629,-0.34797,-18.704,-18.704,6.1237
-1.544,-3.0611,-4.9534,-8.7241,-9.8517,17.675
-1.7265,-5.525,-4.0078,-7.7952,-6.6609,17.549
9.5804,5.8698,5.1298,6.9811,6.9811,20.444
8.0364,6.5629,6.931,5.4596,-0.032945,23.306
6.6796,6.3104,5.5725,6.3104,0.79397,15.22
7.0187,6.6425,5.8905,2.1418,-5.6714,10.035
2.1788,2.9351,5.5882,-0.46267,-12.794,10.922
5.5024,5.116,0.87867,-2.9536,-23.326,2.8019
5.1662,4.7787,6.3298,4.7787,-13.599,2.4577
5.0609,2.3842,1.6212,0.097303,-6.7233,5.8273
-1.5781,-4.2468,-7.2856,-1.9599,-3.1042,8.4153
-1.7286,-0.95872,-6.3318,1.3554,-3.266,6.0043
-2.8531,-5.5496,-7.47,-4.3951,1.4031,27.436
-5.0576,-5.4434,-7.3695,-6.5996,-0.80139,25.231
-4.353,-5.8973,-8.9767,-3.5797,-0.090436,5.7598
-3.0902,-5.7787,-6.5451,-14.926,-18.329,-1.1641
-0.85803,-2.3774,-6.5404,-17.037,-22.601,-3.515
-1.4831,-4.1206,-9.3688,-13.096,-13.096,-2.9913
-1.0696,-2.5625,-8.8752,-3.6803,-7.0239,-5.911
0.53431,-0.94563,-5.0008,-6.47,5.7368,3.5028
-1.346,-1.7162,-2.4562,-2.8259,2.7387,9.47
0.92334,0.55308,-1.2955,6.1258,7.2452,5.008
1.3089,-1.3442,4.7334,-14.846,-15.961,10.091
3.8985,3.5211,3.8985,-13.271,-8.8287,12.629
2.9568,1.4463,4.0916,-15.345,-12.016,13.997
-0.088615,1.8092,-3.493,-8.3842,-8.3842,20.268
-2.4397,-1.6778,-6.9957,-7.3741,-7.3741,15.666
4.3157,1.7202,0.98019,1.7202,1.7202,16.294
2.0713,0.59777,-0.13792,-0.5055,-5.998,16.213
1.8231,0.34528,-2.6018,0.34528,-6.2696,5.9018
1.5221,0.022636,0.39723,-4.4583,-11.131,4.5298
-2.5853,-2.9627,-0.31736,-9.7235,-16.425,7.2908
1.3613,-1.3352,-3.2555,-11.649,-27.425,-0.18066
4.1237,3.7345,2.9566,-2.081,-21.535,-3.2389
1.5919,-1.0927,-0.70972,-2.2403,-12.494,1.2078
-0.33782,0.42976,-4.9275,-4.1644,-5.3087,6.2108
0.58327,-2.1132,-5.1835,2.5151,-4.4171,6.0043
-2.7009,-3.0832,-3.8474,1.5177,11.97,35.707
-1.7406,0.18833,-1.7406,-0.96959,7.1721,29.705
0.38876,1.1609,-3.0764,1.1609,5.8098,11.66
2.1754,-0.50911,-2.421,-10.778,-10.778,5.2548
2.2762,-0.36915,-1.1233,-11.604,-16.053,0.76345
-1.2886,-5.0537,-8.0527,-12.901,-15.129,-2.7968
-3.6437,-4.0178,-13.68,-7.376,-12.941,-10.72
-3.2991,-2.5591,-12.123,-9.1932,1.8958,-1.4478
-3.087,-5.6788,-6.4177,-5.6788,-1.2303,4.3668
-4.8664,-3.0204,-3.7593,3.662,3.662,0.31347
0.46069,0.082239,-2.9387,-14.534,-13.42,12.67
-0.0097172,-0.38541,-3.3844,-12.681,-5.9989,14.404
1.0164,-1.6173,-2.3682,-16.128,-10.579,16.625
-0.70639,2.3279,-4.1058,-10.113,-7.8655,20.787
0.1299,2.039,-6.704,-5.9477,-4.8118,17.092
-1.6702,-0.92913,-2.7804,-4.2582,-4.2582,12.534
-0.51108,-0.8808,-6.0381,-6.4052,-10.796,10.289
1.6574,-0.93819,-7.2052,-4.2624,-11.963,0.17312
1.3924,-1.2297,-1.9773,-7.9316,-14.575,2.1433
2.1518,-2.7681,-3.5223,-14.003,-15.118,7.4853
1.3188,0.93417,-2.1361,-15.051,-26.27,2.0887
4.9036,4.5137,1.4022,-8.2425,-24.181,-3.6279
4.6784,3.1387,3.5233,1.9859,-12.847,4.2932
4.4448,5.2135,4.4448,-0.53347,-1.6778,9.8417
5.8351,1.9859,1.2183,7.7669,-1.4623,11.256
0.76443,-0.76847,-2.6803,2.6848,16.653,38.08
