24.304,17.45,20.04,31.068,53.616,6.9611,14.486,24.012,36.93,45.77,42.436,35.142,42.854,37.74,34.042,37.61,35.222,35.073,43.692,22.93,30.108,22.624,22.014,39.727,45.933
24.941,16.829,19.948,30.338,51.957,6.8611,14.07,22.61,36.332,44.798,40.962,35.717,41.729,37.022,32.55,37.582,35.49,34.254,42.916,22.588,29.55,22.29,23.292,39.388,43.522
24.924,16.71,19.729,30.485,51.997,7.1504,14.468,23.514,37.352,43.693,40.998,35.492,41.526,36.693,32.75,37.61,35.246,34.481,41.638,22.562,30.506,21.252,23.94,40.442,44.5
24.037,16.49,19.76,31.128,48.336,7.58,14.28,22.694,36.41,43.642,41.482,35.374,41.668,36.693,32.83,37.382,35.337,34.626,41.87,22.302,31.568,22.661,23.509,39.384,44.478
24.032,16.169,20.318,31.194,47.996,7.3051,14.253,21.254,36.304,43.676,41.398,34.692,41.727,36.626,32.346,37.29,35.272,34.922,39.126,22.244,31.87,22.532,22.39,39.782,45.018
24.054,16.17,20.089,30.781,47.214,7.3851,14.205,21.236,35.612,43.327,41.462,34.717,41.648,36.165,32.769,37.294,35.452,34.073,39.547,22.421,31.984,22.214,22.618,39.782,45.887
23.694,16.53,20.038,30.814,47.25,7.4556,13.568,20.784,36.554,45.765,41.69,34.366,41.63,36.338,32.568,37.185,35,34.12,39.85,21.924,31.314,21.79,21.182,38.141,44.22
23.494,16.57,19.914,31.094,45.37,7.2275,13.269,20.793,35.94,45.821,41.745,34.706,41.85,35.949,32.447,37,35.386,34.047,39.688,22.138,31.404,22.086,21.134,37.568,45.65
23.648,16.73,20.205,30.78,44.984,7.4819,13.565,21.102,35.396,45.941,41.556,34.382,41.81,36.38,32.53,37.129,34.692,33.938,39.604,21.248,32.54,22.301,21.2,37.362,44.505
23.746,16.83,20.429,30.828,44.844,7.1131,12.982,21.569,35.162,45.832,42.078,35.262,41.51,36.318,32.27,37.34,35.294,33.749,39.84,21.165,32.762,22.1,21.718,37.421,44.598
23.786,16.83,20.55,30.42,44.208,6.9356,13.182,22.087,35.4,45.517,40.914,35.217,41.45,36.558,32.13,34.889,35.548,33.953,40.022,19.34,31.404,22.638,22.307,37.31,44.976
