2.207,-1.5915,4.4951,-11.755,-18.457,6.4069
3.1796,-0.61891,5.4676,-14.141,-16.371,8.5289
0.6246,-0.89033,1.7627,-14.392,-14.392,11.697
1.5952,2.3516,-7.4237,-12.265,-10.034,16.094
-0.82668,-4.5809,-14.257,-11.293,-7.944,19.38
4.2669,1.6447,-8.017,-2.8297,1.6447,27.888
6.9897,5.4946,0.28456,2.1412,7.7383,32.859
11.399,6.5364,4.6744,5.4187,12.15,36.182
5.2747,10.462,11.951,12.696,20.566,43.505
25.493,-3.6326,18.759,20.623,29.638,50.312
18.129,-18.768,7.99,10.98,20.021,39.59
7.5433,0.26736,-11.834,-11.084,-3.1555,16.443
1.9665,0.42449,-9.5247,-16.715,-8.7639,8.5541
-0.037336,0.7371,-1.1976,-17.64,-11.944,4.2316
-0.62944,1.3139,2.872,-16.004,-13.717,1.3139
1.0547,1.8338,4.5666,-12.072,-13.22,0.66548
-1.4092,-0.63128,3.2698,-7.6047,-13.369,-0.63128
-0.69412,-4.5836,1.6489,-4.5836,-13.84,-2.2522
0.044247,-3.851,-1.1264,-0.34615,-13.121,-2.6845
0.60264,0.21282,-0.56623,4.9035,-11.392,-0.95547
0.082148,-0.30709,-1.085,7.9077,-9.5912,-0.30709
-0.22048,-0.60914,-2.5495,8.7722,-8.7267,1.7257
-0.7375,-2.2887,-4.2233,9.4206,-8.0783,2.3741
-0.1454,-1.692,-4.776,11.159,-4.0061,5.2918
-0.95122,-3.6477,-5.5681,10.32,-2.4932,6.8047
-1.5697,-0.80216,-1.5697,10.803,1.5051,11.973
0.66254,-0.87261,-0.48911,7.2209,1.4313,13.054
5.5819,-0.58603,-0.20196,0.56675,0.56675,12.189
1.1246,-2.7418,-3.5128,-9.6535,-6.2053,6.5699
-3.6528,-4.0386,-4.8096,-15.524,-8.6532,5.2731
1.0595,-0.47797,-1.2455,-13.047,-2.7784,12.297
-2.7955,-3.1796,-7.3919,-18.012,-6.6277,9.5957
-0.16492,0.60266,-8.1791,-15.359,-3.9915,13.378
1.4917,-1.1968,-11.102,-16.008,-5.7842,12.729
1.0948,-1.5897,-9.2091,-15.251,-6.1704,12.316
1.0809,-1.584,-2.3437,-9.5238,-1.584,16.875
16.706,9.4837,10.999,6.086,11.757,31.355
18.729,14.941,16.454,13.809,17.212,36.781
4.9452,3.4347,2.6805,3.4347,6.8374,25.242
-2.5112,-6.2819,-8.1603,-2.8891,-1.7548,17.785
3.7671,-4.5529,-8.6795,-2.2927,-0.025824,18.351
-12.807,-8.6684,-13.932,-8.6684,-7.5358,10.814
-6.5916,-14.936,-17.948,-14.936,-14.936,2.2291
-5.0941,-10.021,-13.038,-12.285,-12.285,4.8551
-13.228,-1.2145,-4.2355,-4.6123,-5.7416,11.373
-12.616,-0.61976,-0.24186,-4.0126,-5.1402,11.949
-0.23717,0.51697,3.1623,-2.8709,-3.9968,13.068
6.1894,5.8121,7.3226,1.2983,0.17392,17.213
2.7839,0.14248,0.51928,-5.4874,-5.4874,11.527
-3.6999,-9.7242,-9.349,-14.212,-13.092,3.8971
-0.29438,-6.3099,-7.0585,-10.791,-9.673,7.2915
0.037826,-4.839,-5.5866,-9.3135,-7.0795,9.885
-2.4772,-3.9745,-6.9604,-8.449,-7.3328,9.6069
-1.4392,-0.69058,-9.2562,-7.4022,-5.1715,10.627
3.5594,3.1865,-4.2348,0.95253,0.95253,17.867
0.89215,-2.8185,-2.4482,0.52028,0.52028,16.296
-2.016,-1.2749,1.3244,0.95253,-0.16201,16.728
-2.5659,-1.8216,-0.33083,-1.8216,-4.0523,11.7
1.0709,-3.7988,-4.5453,-6.036,-8.2667,6.3499
-1.2589,-7.2569,-8.0033,-8.3763,-11.725,2.8919
0.037826,-3.7164,-6.7066,-7.0795,-9.3135,4.1886
4.1146,3.74,1.8698,0.37684,-0.74095,12.781
3.1863,2.8111,0.93817,-1.6764,-1.6764,10.728
-2.5065,-5.1402,-8.1391,-10.754,-9.6342,1.6504
-3.096,-4.5999,-8.7204,-10.213,-7.9729,3.3283
-1.5831,-1.9594,-6.0859,-8.7005,-4.213,5.9805
-0.45329,-1.9594,-4.9627,-7.581,-3.087,5.9805
0.56876,-3.2075,-5.0887,-7.7147,-4.3368,4.744
1.3897,-2.4032,-5.4242,-9.1839,-5.801,2.1505
-2.2409,-2.6193,-4.5088,-6.0171,-3.7536,3.077
-0.83469,-0.079447,-0.83469,-1.212,1.0548,7.8955
1.1104,-0.39783,-0.02104,2.9999,4.1359,12.134
-0.18631,-2.8239,-1.3178,1.7032,3.9767,11.987
-4.2355,-4.6123,-4.2355,-1.2145,1.059,10.22
-3.6999,-4.0778,-5.9645,-2.9435,-0.67002,9.6441
0.35793,-1.1592,-5.3161,-3.4294,-0.02164,11.447
-1.155,-1.5345,-5.6975,-4.9423,-1.5345,11.09
-0.39851,-0.77808,-4.9411,-4.1858,-1.9157,13.005
0.41712,-2.2399,-4.1321,-5.6426,-3.3758,13.84
-3.6979,-5.2129,-5.9692,-7.4797,-6.3471,12.003
-1.2683,-1.6468,-1.2683,-5.0446,-3.9136,16.73
-2.7273,-3.1052,-1.5925,-6.498,-4.2378,16.406
-0.29575,-0.6742,-0.29575,-6.3289,-4.072,18.866
0.84073,-0.6742,-3.6952,-7.4549,-5.2013,18.866
-0.56409,-2.079,-7.358,-8.8597,-6.6061,17.461
-2.457,-3.9697,-8.1145,-9.6161,-7.3625,16.705
-0.67412,-1.052,-4.0686,-5.5724,-4.4448,19.623
-0.34523,-0.72202,-0.34523,-1.8513,-1.8513,22.216
-0.02104,-1.5271,-0.02104,-0.39783,-1.5271,21.377
0.354,-0.023343,0.354,-0.023343,-1.1543,20.621
-1.2125,-3.8617,-3.4838,-2.7274,-4.9942,14.488
1.037,-5.0495,-5.807,-5.0495,-7.3197,11.03
-2.247,-6.0623,-10.238,-9.4801,-10.616,6.5998
-0.3423,-3.0189,-9.4811,-8.7237,-8.7237,6.1966
3.9126,2.3842,-4.078,-3.3205,-2.1829,11.6
1.7935,0.26736,-3.9141,-4.2931,-3.1555,9.4693
1.405,-1.2598,-3.1576,-3.5366,-1.2598,10.226
-1.6953,-3.2124,-2.8334,-4.3484,-0.93558,9.3937
0.78488,0.40643,1.9214,0.40643,3.8192,14.149
0.51654,-2.1326,-0.61994,-0.99839,2.4144,11.589
1.4333,-5.7258,0.29845,-19.11,-18.004,4.4676
4.4049,1.7634,5.5397,-15.004,-11.68,10.858
1.1185,1.8715,-0.0097172,-12.681,-8.2328,13.256
-0.27174,0.4791,-5.8798,-10.707,-2.8939,16.417
-0.81205,-1.1872,-10.877,-9.0232,-0.061219,18.181
2.5591,3.3078,-6.3681,-1.1732,8.9459,26.111
7.6381,5.0236,-0.1789,5.0236,17.428,32.348
2.9253,9.238,6.2609,11.478,23.919,38.883
16.715,12.983,13.355,18.588,31.065,44.909
28.883,-3.6326,20.997,26.245,37.613,52.644
30.92,-20.71,11.571,16.835,27.088,42.141
14.364,9.3558,-5.1,-2.079,5.9076,22.131
4.0173,1.3047,-8.6887,-14.775,-7.9245,9.4707
0.83859,-3.0451,-3.8195,-20.286,-14.582,5.133
1.8813,-2.014,3.0537,-20.446,-17.023,5.0115
0.15231,-0.23809,6.0317,-21.035,-19.894,4.4595
0.69263,1.474,5.3926,-19.354,-20.495,4.9999
-0.1538,-1.7119,3.3633,-16.743,-20.171,5.3241
0.018943,-0.36914,3.5203,-9.6257,-17.636,8.9982
0.69235,-2.0162,3.0214,-5.4848,-15.799,10.835
-0.36153,-3.066,-1.5217,-3.066,-15.691,9.7663
-0.70318,-2.2429,-1.8582,2.3854,-11.418,11.725
0.44642,-1.0887,-1.8552,7.0048,-6.8187,12.838
1.348,-0.18492,-3.2417,7.8966,-3.6229,13.721
0.089952,-1.4407,-6.7742,6.6289,-2.5867,11.278
-2.872,-3.2527,-6.2914,5.9357,0.18027,11.734
-1.0804,-2.6043,-4.5049,5.4296,1.9763,10.058
1.3612,-0.1649,-0.92683,4.4225,4.4225,9.0371
-1.4484,-2.9745,-1.4484,-0.68423,1.6128,3.9167
-2.9613,-4.4874,-1.8147,-4.4874,0.099955,0.099955
1.037,-0.48909,1.037,-2.7726,2.9489,2.9489
0.38865,0.0068437,-0.75622,-5.6979,1.1528,0.0068437
1.6212,3.5302,0.47799,-6.7233,1.2399,1.2399
3.1562,3.9215,-2.5598,-9.7399,-1.8001,-0.65914
2.4673,-1.3536,-10.071,-12.705,-5.914,-2.4962
0.41712,-5.6426,-12.029,-11.281,-5.6426,0.036993
0.7498,1.4963,0.7498,1.4963,5.9903,15.058
